617	Clarence Clarity	One Hand Washes The Other	UK	Male
618	PJ Harvey	One Line	UK	Female
619	Mariah Carey	One Mo' Gen	US	Female
620	Michael Jackson	One More Chance	US	Male
621	Johnny Cash	One More Ride	US	Male
622	George Michael	One More Try	UK	Male
623	Jimi Hendrix	One Rainy Wish	US	Male
624	Amos Milburn	One Scotch, One Bourbon, One Beer	US	Male
625	Jordin Sparks	One Step at a Time	US	Female
626	Mark Lanegan	One Way Street	US	Male
627	Cher	One by One	US	Female
628	Joan Osborne	One of Us	US	Female
629	Sophie Ellis-Bextor	Only One	UK	Female
630	Rita Ora	Only Want You	UK	Female
631	Brandon Flowers	Only the Young	US	Male
632	John Legend	Open Your Eyes	US	Male
633	Madonna	Open Your Heart	US	Female
634	John Legend	Ordinary People	US	Male
635	Beck	Orphans	DK	Male
636	Jon Secada	Otro Día Más Sin Verte	US	Male
637	Stephanie	Ouragan	MC	Female
638	Falco	Out of the Dark	AT	Male
639	Ashley Tisdale	Over It	US	Female
640	Marilyn Manson	Overneath the Path of Misery	US	Male
641	Eliza Doolittle	Pack Up	UK	Female
642	Astronomyy	Pack of Wolves	UK	Male
643	Andrew McMahon in the Wilderness	Paper Rain	US	Male
644	Uffie	Papercuts	US	Female
645	Jennifer Lopez	Papi	US	Female
646	Chris Stapleton	Parachute	US	Male
647	Otto Knows	Parachute - Radio Edit	SE	Male
648	Elvis Presley	Paralyzed	US	Male
649	Alice Cooper	Paranormal	US	Male
650	Lara Fabian	Part Of Me	BE	Female
651	Andrew W.K.	Party Hard	US	Male
652	Tori Amos	Past the Mission	US	Female
653	Dan Swanö	Patchworks	SE	Male
654	Belchior	Pequeno Mapa Do Tempo	BR	Male
655	Pixie Lott	Perfect	UK	Female
656	Johnny Cash	Personal Jesus	US	Male
657	Gilberto Gil	Pessoa Nefasta	BR	Male
658	YOUNG M.A	PettyWap	FI	Male
659	SBTRKT	Pharaohs	UK	Male
660	Rory Gallagher	Philby	IE	Male
661	Olivia Newton-John	Physical	AU	Female
662	Kelly Clarkson	Piece by Piece	US	Female
663	Nicki Minaj	Pills N Potions	US	Female
664	Lisa Hannigan	Pistachio	IE	Female
665	Johnny Hooker	Poeira de Estrelas	BR	Male
666	Chico Buarque	Pois é	BR	Male
667	Junior Murvin	Police & Thieves	JM	Male
668	Marisa Monte	Pra Ser Sincero	BR	Female
669	Hayley Westenra	Prayer	NZ	Female
670	Gal Costa	Presente Cotidiano	BR	Female
671	Marilyn Manson	President Dead	US	Male
672	Seinabo Sey	Pretend	SE	Female
673	Tori Amos	Pretty Good Year	US	Female
674	Laura Pausini	Prima che esci	IT	Female
675	Leon Else	Protocol	UK	Male
676	Ian McCulloch	Proud to Fall	UK	Male
677	Chayanne	Provócame	US	Male
678	Alanis Morissette	Purgatorying	CA	Female
679	Madonna	Push	US	Female
680	Tracey Thorn	Queen	UK	Female
681	Wild Nothing	Quiet Hours	US	Male
682	PINK GUY	RICE BALLS	JP	Male
683	Tony Bennett	Rags to Riches	US	Male
684	Mika	Rain	BA	Male
685	deadmau5	Raise Your Weapon	CA	Male
686	MF DOOM	Rap Ambush	US	Male
687	ZHU	Reaching	US	Male
688	Lissy Trullie	Ready For The Floor	US	Female
689	John Maus	Real Bad Job	US	Male
690	Pélico	Recado	BR	Male
691	Arin Ray	Reckless	US	Male
692	Elvis Presley	Reconsider Baby	US	Male
693	Fever Ray	Red Trails	SE	Non-binary
694	Nicki Minaj	Regret in Your Tears	US	Female
695	Inna	Rendez Vous	RO	Female
696	Aretha Franklin	Respect	US	Female
697	Paolo Nutini	Rewind	UK	Male
698	Jay Sean	Ride It	UK	Male
699	Jason Derülo	Ridin' Solo	US	Male
700	Ariana Grande	Right There	US	Female
701	bAnoffee	Ripe	AU	Female
702	Ian Brown	Ripples	UK	Male
703	Ludovico Einaudi	Ritornare	IT	Male
704	Agnes Obel	Riverside	DK	Female
705	Robbie Williams	Rock DJ	UK	Male
706	David Essex	Rock On	UK	Male
707	The Rapture	Roller Coaster	UK	Male
708	Nick Hakim	Roller Skates	US	Male
709	Nicki Minaj	Run & Hide	US	Female
710	Kelly Clarkson	Run Run Rudolph	US	Female
711	Paula Abdul	Rush Rush	US	Female
712	Ozzy Osbourne	S.A.T.O.	UK	Male
713	IAMX	S.H.E.	DE	Male
714	Afterlife	Sacrifice	UK	Male
715	Bat for Lashes	Sad Eyes	UK	Female
716	Jessie J	Said Too Much	UK	Female
717	Björk	Saint	IS	Female
718	Vanessa Carlton	San Francisco	US	Female
719	Bob Marley	Satisfy My Soul	JM	Male
720	Christina Aguilera	Save Me from Myself	US	Female
721	Gil Scott-Heron	Save the Children	US	Male
722	Beck	Say Goodbye	DK	Male
723	Marié Digby	Say It Again	US	Female
724	Beck	Scarecrow	DK	Male
725	Venom	Schizo	UK	Male
726	Chelsea Wolfe	Scrape	US	Female
727	Bill Callahan	Seagull	US	Male
728	Jackson do Pandeiro	Sebastiana	BR	Male
729	Carrie Underwood	See You Again	US	Female
730	J.J. Cale	Sensitive Kind	US	Male
731	Annalisa	Sento solo il presente	IT	Female
732	Richard Swift	Sept20	US	Male
733	Bob Dylan	Series of Dreams	US	Male
734	Warrel Dane	Shadow Work	US	Male
735	Cat Power	Shaking Paper	US	Female
736	Chad Valley	Shell Suite	UK	Male
737	Douwe Bob	Shine	NL	Male
738	Ryan Adams	Shiver And Shake	US	Male
739	Peter Frampton	Show Me The Way - Live	UK	Male
740	Skepta	Shutdown	UK	Male
741	Eros Ramazzotti	Si Bastasen Un Par De Canciones	IT	Male
742	Bryan Ferry	Sign of the Times	UK	Male
743	Júníus Meyvant	Signals	IS	Male
744	IAMX	Simple Girl	DE	Male
745	Janelle Monáe	Sincerely, Jane.	US	Non-binary
746	Chelsea Wolfe	Sirenum Scopuli	US	Female
747	Marissa Nadler	Skyscraper	US	Female
748	Tycho	Slack	US	Male
749	John Mayer	Slow Dancing in a Burning Room	IN	Male
750	Patti Smith	Smells Like Teen Spirit	US	Female
751	Carrie Underwood	Smoke Break	US	Female
752	Tori Amos	Smokey Joe	US	Female
753	Dan Deacon	Snookered	US	Male
754	Janelle Monáe	So Afraid	US	Non-binary
755	Sheryl Crow	Solidify	US	Female
756	Suzanne Vega	Solitude Standing	US	Female
757	Chet Faker	Solo Sunrise	AU	Male
758	Jody Watley	Some Kind Of Lover	US	Female
759	Kylie Minogue	Some Kind of Bliss	AU	Female
760	Angel Olsen	Some Things Cosmic	US	Female
761	Emitt Rhodes	Somebody Made For Me	US	Male
762	Nina Nesbitt	Somebody Special	UK	Female
763	Paulinho Moska	Somente Nela - Ao Vivo	BR	Male
764	Elton John	Someone Saved My Life Tonight	UK	Male
765	Shakira	Something	CO	Female
766	Bonnie Raitt	Something To Talk About	US	Female
767	Ellie Goulding	Something in the Way You Move	UK	Female
768	John Frusciante	Song To The Siren	US	Male
769	IAMX	Song of Imaginary Beings	DE	Male
770	Ciara	Sophomore	US	Female
771	Akon	Sorry, Blame It On Me	SN	Male
772	Ingrid Michaelson	Sort Of	US	Female
773	Bryan Adams	Sound The Bugle	CA	Male
774	Annihilator	Sounds Good to Me	UK	Male
775	Eminem	Space Bound	US	Male
776	Mr. Scruff	Spandex Man	UK	Male
777	Billie Holiday	Speak Low	US	Female
778	George Ezra	Spectacular Rival	UK	Male
779	Bobby Darin	Splish Splash	US	Male
780	oOoOO	Springs	US	Male
781	Cab Calloway	St. James Infirmary	US	Male
782	Russell Crowe	Stars	AU	Male
783	Natalie Imbruglia	Starting Today	AU	Female
784	Janet Jackson	State of the World	US	Female
785	Krzysztof Zalewski	Status mojego ja	PL	Male
786	Fabri Fibra	Stavo pensando a te	IT	Male
787	Flume	Stay Close	AU	Male
788	Jennifer Lopez	Step Into My World	US	Female
789	Elton John	Stinker	UK	Male
790	Jamelia	Stop	UK	Female
791	St. Vincent	Strange Mercy	US	Female
792	Phum Viphurit	Strangers in a Dream	TH	Male
793	Lou Reed	Street Hassle	US	Male
794	Gal Costa	Sublime	BR	Female
795	Sheryl Crow	Subway Ride	US	Female
796	Grace Jones	Suffer	US	Female
797	Eddie Cochran	Summertime Blues	US	Male
798	Caribou	Sun	CA	Male
799	Bob Marley & The Wailers	Sun Is Shining	JM	Male
800	David Bowie	Sunday	UK	Male
801	Aaron Tveit	Superboy and the Invisible Girl	US	Male
802	RuPaul	Superstar	US	Female
803	Scott Stapp	Surround Me	US	Male
804	Ghostpoet	Survive It	UK	Male
805	Vashti Bunyan	Swallow Song	UK	Female
806	Ladyhawke	Sweet Fascination	NZ	Female
807	Thiago Pethit	Sweet Funny Melody	BR	Male
808	Chuck Berry	Sweet Little Sixteen	US	Male
809	Beck	Sweet Sunshine	DK	Male
810	Eddie Money	Take Me Home Tonight	US	Male
811	Rick Astley	Take Me To Your Heart	UK	Male
812	Dido	Take My Hand	UK	Female
813	Lily Allen	Take My Place	UK	Female
814	Leonard Cohen	Take This Waltz	CA	Male
815	Justin Bieber	Take You	CA	Male
816	Sam Hunt	Take Your Time	NZ	Male
817	Amerie	Talkin' About	US	Female
818	Skye Sweetnam	Tangled Up In Me	CA	Female
819	Julia Marcell	Tarantino	PL	Female
820	Alejandro Sanz	Te lo agradezco, pero no	ES	Male
821	Elton John	Teacher I Need You	UK	Male
822	Joss Stone	Teardrops	UK	Female
823	Danny Elfman	Tears to Shed	US	Male
824	David Bowie	Telling Lies	UK	Male
825	Luomo	Tessio	FI	Male
826	Pitty	Teto de Vidro	BR	Female
827	Gotye	Thanks for Your Time	AU	Male
828	Natalie Imbruglia	That Day	AU	Female
829	Jeff Mills	The Bells	US	Male
830	Rush	The Big Money	US	Male
831	Alesha Dixon	The Boy Does Nothing	UK	Female
832	Miley Cyrus	The Climb	US	Non-binary
833	Katie Melua	The Closest Thing to Crazy	UK	Female
834	Ian Brown	The Dream And The Dreamer	UK	Male
835	TobyMac	The Elements	US	Male
836	Nile	The Fiends Who Come to Steal the Magick of the Deceased	US	Female
837	Sia	The Fight	AU	Female
838	The Tallest Man on Earth	The Gardener	SE	Male
839	Sia	The Girl You Lost to Cocaine	AU	Female
840	PJ Harvey	The Glorious Land	UK	Female
841	Howard Shore	The Great Eye	CA	Male
842	James Newton Howard	The Hanging Tree	US	Male
843	Howard Shore	The King of the Golden Hall	CA	Male
844	Common	The Light	US	Male
845	Kate Bush	The Man With the Child in His Eyes	UK	Female
846	Radical Face	The Mute	US	Male
847	AFI	The Nephilim	US	Female
848	Brittany Snow	The New Girl In Town	US	Female
849	Martin Solveig	The Night Out	FR	Male
850	Johnny Cash	The One On The Right Is On The Left	US	Male
851	Glenn Frey	The One You Love	US	Male
852	Zella Day	The Outlaw Josey Wales	US	Female
853	YOB	The Screen	UK	Male
854	Marilyn Manson	The Speed of Pain	US	Male
855	Mac DeMarco	The Stars Keep On Calling My Name	CA	Male
856	Marty Robbins	The Strawberry Roan	US	Male
857	Moby	The Tired and the Hurt	US	Male
858	Timbaland	The Way I Are	US	Male
859	Frank Turner	The Way I Tend To Be	UK	Male
860	Johnny Flynn	The Wrote & The Writ	UK	Male
861	IU	The red shoes	KR	Female
862	Grouper	They Moved Everything	US	Female
863	Joni Mitchell	This Flight Tonight	CA	Female
864	Lauren Daigle	This Girl	US	Female
865	David Bowie	This Is Not America	UK	Male
866	Sam Hunt	This Land Is Your Land	NZ	Male
867	Kadhja Bonet	Thoughts Around Tea	US	Female
868	Frank Sinatra	Three Coins in the Fountain	US	Male
869	Alexi Murdoch	Through The Dark	UK	Male
870	IU	Through the Night	KR	Female
871	John Maus	Through the Skies for You	US	Male
872	Iron & Wine	Time After Time	US	Male
873	Irma Thomas	Time Is On My Side	US	Female
874	Jack Johnson	Times Like These	US	Male
875	Madeleine Peyroux	To Love You All Over Again	US	Female
876	Jack Johnson	To The Sea	US	Male
877	Ryan Hurd	To a T	US	Male
878	Eric Burdon	Tobacco Road	UK	Male
879	Danny Brown	Today	US	Male
880	Paulina Rubio	Todo Mi Amor	MX	Female
881	Emma Bunton	Too Many Teardrops	UK	Female
882	Sufjan Stevens	Too Much	US	Male
883	1010 Benja SL	Tragic X	US	Male
884	Annie Lennox	Train in Vain	UK	Female
885	Andrés Calamaro	Transito Lento	AR	Male
886	Talvin Singh	Traveller	UK	Male
887	Milton Nascimento	Travessia	BR	Male
888	Alex Clare	Treading Water	UK	Male
889	Azealia Banks	Treasure Island	US	Female
890	Charlotte Gainsbourg	Trick Pony	FR	Female
891	CLMD	Trouble	US	Male
892	Keith Richards	Trouble	UK	Male
893	Advance Base	True Love Death Dream	US	Male
894	Twin Shadow	Truly	US	Male
895	Colbie Caillat	Try	US	Female
896	The Weeknd	Try Me	CA	Male
897	Julieta Venegas	Tu calor	MX	Female
898	Carpenter Brut	Turbo Killer	FR	Male
899	Kylie Minogue	Turn It Into Love	AU	Female
900	Kelela	Turn To Dust	US	Female
901	Phil Collins	Two Hearts	UK	Male
902	Jim Sullivan	U.F.O.	US	Male
903	Joao Nogueira	Um Gago Apaixonado	BR	Male
904	Michael Jackson	Unbreakable	US	Male
905	Tori Kelly	Unbreakable Smile	US	Female
906	Melanie C	Understand	UK	Female
907	Gazelle Twin	Unflesh	UK	Female
908	Alanis Morissette	Uninvited	CA	Female
909	Thom Yorke	Unmade	UK	Male
910	Alanis Morissette	Unprodigal Daughter	CA	Female
911	Björk	Unravel	IS	Female
912	Avril Lavigne	Unwanted	CA	Female
913	Mac Miller	Up All Night	US	Male
914	Grimes	Urban Twilight	CA	Female
915	Darren Korb	Vagrant Song	US	Male
916	Azealia Banks	Van Vogue	US	Female
917	Lana Del Rey	Venice Bitch	US	Female
918	Lisa Hannigan	Venn Diagram	IE	Female
919	Little Simz	Venom	UK	Female
920	Gal Costa	Verbos Do Amor	BR	Female
921	Gloria Trevi	Vestida De Azúcar	MX	Female
922	Vesta	Vielä1	US	Female
923	Marika Hackman	Violet	UK	Female
924	Madonna	Vogue	US	Female
925	Madonna	Voices	US	Female
926	Brooke Candy	Volcano	US	Female
927	Calogero	Voler de nuit	ES	Male
928	Norah Jones	Wake Me Up	US	Female
929	Miley Cyrus	Wake Up America	US	Non-binary
930	Meghan Trainor	Walkashame	US	Female
931	Eric Clapton	Walkin' Blues	UK	Male
932	Srbuk	Walking Out	AM	Female
933	Bob Marley & The Wailers	War	JM	Male
934	Joan as Police Woman	Warning Bell	US	Female
935	Lucy Rose	Watch Over	UK	Female
936	Mayhem	Watchers	CA	Female
937	Mac DeMarco	Watching Him Fade Away	CA	Male
938	Clams Casino	Waterfalls	US	Male
939	Kris Allen	Waves	US	Male
940	Nick Drake	Way to Blue	UK	Male
941	Tarja	We Are	FI	Female
942	PJ Harvey	We Float	UK	Female
943	Taylor Swift	Welcome to New York	US	Female
944	Lana Del Rey	West Coast - ZHU Remix	US	Female
945	Gary Clark Jr.	What About Us	US	Male
946	John Mayer	Wheel	IN	Male
947	Paul McCartney	When The Wind Is Blowing	UK	Male
948	Linda Ronstadt	When Will I Be Loved	US	Female
949	Morrissey	When You Open Your Legs	UK	Male
950	Wild Nothing	Whenever I	US	Male
951	Grouper	Where It Goes	US	Female
952	Mark Knopfler	Wherever I Go	UK	Male
953	Beck	Whiskeyclone, Hotel City 1997	DK	Male
954	Adriana Caselotti	Whistle While You Work	US	Female
955	AFI	White Offerings	US	Female
956	Dol Ikara	White Queen	US	Female
957	Red	Who We Are	PL	Male
958	Annie Lennox	Why	UK	Female
959	Glen Campbell	Wichita Lineman	US	Male
960	The Weeknd	Wicked Games	CA	Male
961	Patti Smith	Wicked Messenger	US	Female
962	Johnny Cash	Wide Open Road	US	Male
963	Sibylle Baier	Wim	DE	Female
964	Leonard Cohen	Winter Lady	CA	Male
965	Bernard Fanning	Wish You Well	AU	Male
966	Frank Sinatra	Witchcraft	US	Male
967	Lana Del Rey	Without You	US	Female
968	Kanye West	Wolves	US	Male
969	Frank Zappa	Wonderful Wino	US	Male
970	Otsochodzi	Worldwide	PL	Male
971	Captain Sensible	Wot	UK	Male
972	Kate Bush	Wow	UK	Female
973	PJ Harvey	Written on the Forehead	UK	Female
974	Natalie Imbruglia	Wrong Impression	AU	Female
975	Missy Elliott	X-tasy	US	Female
976	Danny Brown	XXX	US	Male
977	Ghost	Year Zero	UK	Male
978	Becky G	You Love It	US	Female
979	James Morrison	You Make It Real	AU	Male
980	Jens Lekman	Your Arms Around Me	SE	Male
981	Kylie Minogue	Your Disco Needs You	AU	Female
982	Andromedik	Your Eyes	BE	Male
983	Natalie Prass	Your Fool	US	Female
984	Frank Zappa	Your Mouth	US	Male
985	Ran-D	Zombie	NL	Male
986	Washed Out	Zonked	US	Male
987	Ariana Grande	everytime	US	Female
988	Kendrick Lamar	i	US	Male
989	Pedropiedra	sol mayor	CL	Male
990	Joe Strummer	trash city	UK	Male
